part,severity,damage_type,coverage_percent,cost
back_glass,severe,glass shatter,7.05,36319
back_door,severe,tire flat,21.5,7408
hood,minor,scratch,11.06,2470
front_door,moderate,crack,14.81,8719
front_bumper,minor,lamp broken,4.87,5408
front_light,minor,tire flat,12.62,1508
front_bumper,minor,lamp broken,19.58,5258
back_glass,minor,tire flat,17.62,4047
back_glass,minor,tire flat,4.1,3692
back_door,minor,dent,23.88,4242
front_glass,minor,scratch,1.27,2791
front_light,minor,lamp broken,22.26,3204
back_light,minor,glass shatter,15.59,3924
back_light,minor,tire flat,20.46,1303
back_glass,minor,glass shatter,5.76,14273
back_bumper,minor,lamp broken,12.57,5091
back_light,moderate,tire flat,13.02,2131
back_light,moderate,dent,4.03,2554
front_glass,minor,tire flat,5.37,5186
front_door,minor,glass shatter,17.41,10908
back_light,minor,scratch,7.14,689
front_door,minor,tire flat,18.33,3313
back_light,minor,lamp broken,16.68,2792
back_bumper,minor,scratch,21.56,1145
front_bumper,minor,scratch,11.62,1158
hood,minor,scratch,5.77,2286
front_light,severe,crack,20.03,5426
front_door,minor,scratch,3.04,1613
back_light,moderate,tire flat,6.07,1705
back_glass,severe,dent,7.23,13388
front_glass,minor,tire flat,9.69,4769
front_light,severe,dent,8.25,4586
front_light,minor,crack,7.03,2113
back_glass,minor,glass shatter,9.38,13212
back_light,moderate,lamp broken,20.53,5059
front_bumper,moderate,scratch,12.02,2229
back_bumper,minor,tire flat,24.47,2299
hood,severe,crack,15.26,17534
back_door,minor,glass shatter,1.25,8590
back_door,minor,glass shatter,4.66,9221
back_bumper,minor,scratch,8.56,1095
front_light,minor,tire flat,19.47,1329
back_door,moderate,glass shatter,4.04,14721
back_bumper,minor,scratch,3.82,996
front_door,minor,glass shatter,3.21,11244
front_light,moderate,lamp broken,9.96,4985
front_glass,moderate,scratch,16.12,5355
back_door,minor,lamp broken,11.57,7001
back_door,minor,crack,15.94,4551
back_door,minor,crack,15.45,4859
back_light,moderate,tire flat,3.27,1943
back_bumper,minor,lamp broken,4.91,4477
front_glass,minor,crack,20.67,9563
front_glass,severe,tire flat,23.49,14321
back_glass,minor,scratch,2.75,2490
front_glass,minor,glass shatter,12.25,17217
front_light,minor,glass shatter,16.19,4617
back_glass,moderate,glass shatter,20.55,24777
back_bumper,severe,glass shatter,5.2,18473
front_light,moderate,crack,15.38,3435
front_light,moderate,dent,14.19,2922
front_door,minor,tire flat,5.16,2840
front_glass,minor,tire flat,10.45,5037
front_bumper,minor,glass shatter,16.66,6947
front_door,severe,dent,8.82,10584
front_glass,moderate,glass shatter,24.34,30270
back_light,moderate,dent,21.95,2420
back_door,minor,glass shatter,21.1,9117
front_bumper,moderate,scratch,18.21,2081
back_light,minor,tire flat,16.12,1067
back_door,moderate,scratch,19.25,3059
front_door,minor,crack,16.09,5361
front_door,severe,scratch,2.74,4331
back_glass,moderate,crack,4.64,10524
back_light,minor,tire flat,20.44,1259
back_light,moderate,tire flat,15.53,2028
front_door,minor,scratch,16.79,1970
back_door,minor,crack,19.0,4586
back_bumper,minor,lamp broken,23.82,4828
front_door,minor,lamp broken,23.32,7784
back_door,minor,dent,11.63,4062
front_bumper,severe,glass shatter,19.05,19588
front_glass,minor,scratch,17.12,2880
front_light,minor,dent,8.15,1904
back_glass,moderate,dent,13.45,8774
front_bumper,moderate,scratch,18.04,2322
front_glass,minor,tire flat,2.8,4717
back_light,moderate,lamp broken,1.0,4101
front_glass,moderate,lamp broken,5.02,21907
back_light,moderate,crack,12.39,3223
back_bumper,moderate,scratch,14.22,2095
front_door,minor,lamp broken,17.94,8088
front_bumper,minor,dent,2.79,3075
front_bumper,moderate,scratch,1.85,2314
back_door,moderate,crack,5.78,7500
front_light,severe,crack,24.55,5653
front_door,minor,crack,19.96,5258
back_bumper,minor,tire flat,10.19,1983
front_bumper,minor,lamp broken,7.74,5291
front_bumper,minor,tire flat,8.68,2145
front_glass,minor,glass shatter,3.8,16663
back_door,minor,tire flat,14.19,3297
hood,moderate,scratch,11.84,3894
front_light,moderate,dent,23.46,2771
hood,moderate,crack,7.38,10680
back_door,severe,dent,21.65,10250
hood,moderate,lamp broken,24.63,15505
front_door,moderate,scratch,22.27,3251
front_bumper,minor,scratch,20.57,1191
front_light,moderate,crack,8.58,3698
front_glass,severe,tire flat,21.11,16486
front_glass,minor,dent,9.23,7142
front_glass,moderate,crack,18.67,14095
front_bumper,moderate,glass shatter,5.47,12264
front_door,moderate,glass shatter,2.35,16470
back_glass,moderate,scratch,6.31,3702
hood,minor,glass shatter,19.05,14114
hood,minor,lamp broken,6.54,8382
back_bumper,moderate,glass shatter,9.06,11352
hood,minor,tire flat,5.0,3452
front_light,moderate,scratch,23.37,1212
front_glass,minor,glass shatter,10.92,19453
back_light,minor,dent,1.71,1490
back_glass,minor,dent,20.7,5321
back_glass,severe,glass shatter,18.19,35140
front_bumper,severe,dent,21.55,7945
hood,minor,crack,9.37,6433
back_door,moderate,lamp broken,4.99,9651
back_light,moderate,scratch,12.73,1067
front_light,severe,crack,3.02,5063
back_door,moderate,glass shatter,16.54,16544
hood,moderate,glass shatter,4.05,21659
front_door,minor,dent,9.22,4075
back_light,moderate,scratch,20.71,1004
back_bumper,minor,scratch,12.83,1170
back_light,minor,lamp broken,24.65,3059
back_door,moderate,glass shatter,4.12,15148
front_door,minor,tire flat,14.54,3324
back_light,moderate,lamp broken,10.52,4027
front_door,minor,scratch,14.66,1989
back_glass,moderate,scratch,8.82,3863
front_glass,minor,crack,13.24,8742
back_bumper,minor,lamp broken,24.17,5482
back_light,minor,glass shatter,24.78,3978
front_bumper,moderate,scratch,9.34,2235
back_glass,moderate,dent,2.13,8924
front_glass,moderate,lamp broken,12.51,20260
front_light,minor,crack,5.17,2277
front_door,minor,lamp broken,2.32,6679
front_door,moderate,scratch,10.54,3140
back_glass,minor,lamp broken,16.15,9211
back_bumper,moderate,tire flat,17.66,3433
front_glass,minor,lamp broken,2.08,13286
back_glass,moderate,glass shatter,8.38,23823
front_glass,minor,lamp broken,5.84,11162
front_light,moderate,scratch,4.39,1339
front_door,minor,scratch,23.74,1818
back_door,moderate,dent,22.47,5998
hood,minor,dent,23.34,4641
hood,minor,dent,2.17,4872
back_light,minor,glass shatter,3.95,3797
front_door,moderate,crack,19.98,8555
front_light,moderate,lamp broken,5.27,5612
hood,minor,tire flat,10.17,3943
front_glass,minor,crack,10.42,7531
front_door,minor,tire flat,14.98,3201
back_bumper,moderate,tire flat,2.93,3550
hood,moderate,scratch,8.8,3915
back_bumper,moderate,dent,20.47,4881
hood,moderate,tire flat,16.27,6725
front_door,minor,crack,22.77,5824
back_glass,minor,glass shatter,1.25,11790
front_door,moderate,dent,11.51,6830
back_door,moderate,scratch,12.92,2720
front_door,minor,lamp broken,18.07,8132
front_light,moderate,tire flat,14.59,2559
hood,moderate,tire flat,11.19,6626
hood,minor,lamp broken,2.8,8393
front_door,minor,crack,3.82,4990
back_door,minor,scratch,5.66,1545
front_bumper,minor,dent,4.35,3025
back_bumper,moderate,tire flat,11.48,3631
hood,moderate,lamp broken,19.65,16209
front_bumper,minor,glass shatter,5.88,7196
back_door,severe,glass shatter,3.16,22876
hood,minor,crack,17.67,6269
front_door,minor,tire flat,15.56,3613
back_door,moderate,lamp broken,9.18,11850
hood,minor,glass shatter,1.07,12877
back_glass,moderate,tire flat,17.45,7264
front_door,moderate,glass shatter,4.82,15560
back_door,moderate,tire flat,7.63,4620
front_door,minor,glass shatter,7.23,11246
back_door,moderate,tire flat,18.89,4555
front_bumper,minor,crack,14.94,3429
front_light,severe,tire flat,12.99,3672
front_light,minor,dent,5.75,1580
back_glass,minor,glass shatter,1.71,11469
back_light,moderate,glass shatter,17.7,6372
back_light,moderate,lamp broken,21.17,4483
front_light,moderate,lamp broken,24.5,5704
front_bumper,moderate,scratch,13.8,2048
back_glass,moderate,lamp broken,6.65,17012
back_door,moderate,lamp broken,22.98,11019
hood,severe,scratch,9.45,5448
front_door,minor,tire flat,7.83,3449
back_door,minor,scratch,15.84,1771
hood,moderate,lamp broken,20.52,15758
back_bumper,minor,dent,1.66,2377
front_glass,minor,scratch,19.87,3265
hood,minor,scratch,23.42,2430
hood,minor,dent,22.69,5783
back_glass,moderate,crack,11.34,9431
front_glass,minor,tire flat,9.26,5080
back_door,minor,tire flat,8.58,2900
back_glass,severe,glass shatter,20.0,36391
back_light,minor,glass shatter,3.39,3747
hood,minor,lamp broken,1.78,8427
front_bumper,minor,crack,4.59,3501
front_door,minor,dent,5.54,4338
back_light,minor,glass shatter,4.97,3417
front_glass,minor,dent,24.3,6912
back_door,minor,glass shatter,8.6,8973
hood,minor,crack,4.13,5366
front_door,moderate,tire flat,3.63,5614
front_glass,severe,tire flat,6.11,15136
back_light,moderate,lamp broken,21.21,5073
back_light,minor,crack,4.54,1553
back_glass,moderate,crack,16.65,9660
back_light,moderate,crack,6.06,2858
front_light,minor,glass shatter,18.86,4700
back_bumper,minor,glass shatter,12.59,6717
back_bumper,minor,lamp broken,14.19,4902
front_light,severe,lamp broken,12.37,7481
front_light,moderate,scratch,22.59,1488
front_light,minor,tire flat,23.45,1492
back_bumper,minor,dent,12.28,2537
front_door,moderate,dent,16.11,6173
hood,minor,crack,16.57,6780
back_door,minor,glass shatter,2.33,8974
hood,severe,scratch,2.0,6124
front_glass,minor,tire flat,11.15,4805
back_glass,moderate,lamp broken,13.38,16741
back_light,minor,lamp broken,11.63,2549
back_door,moderate,tire flat,17.62,4481
back_glass,moderate,dent,17.32,9017
back_glass,moderate,lamp broken,1.55,13518
back_light,moderate,dent,2.77,2184
front_glass,moderate,dent,9.72,11675
back_glass,minor,lamp broken,11.48,9036
back_door,minor,lamp broken,2.95,6694
front_light,minor,lamp broken,9.7,3346
hood,moderate,scratch,15.79,4197
hood,minor,scratch,14.19,2122
front_glass,severe,tire flat,9.39,15218
back_bumper,severe,lamp broken,15.34,13795
front_glass,minor,tire flat,11.67,5358
front_door,moderate,glass shatter,17.42,18736
back_bumper,minor,crack,10.48,2941
back_door,moderate,scratch,15.91,2755
front_bumper,moderate,tire flat,15.89,3589
front_bumper,minor,lamp broken,12.53,5588
hood,moderate,crack,1.48,9901
hood,moderate,dent,14.62,8179
hood,moderate,lamp broken,17.05,14134
back_light,minor,dent,8.75,1509
back_light,moderate,tire flat,8.83,1927
back_glass,minor,scratch,11.24,2414
back_door,minor,crack,7.09,4362
front_light,severe,tire flat,19.68,3625
front_bumper,minor,crack,22.75,3410
back_door,moderate,scratch,7.98,2602
front_light,minor,lamp broken,21.15,3166
front_door,moderate,tire flat,22.81,4919
back_bumper,minor,crack,11.49,2835
back_door,minor,dent,1.75,3547
front_door,minor,glass shatter,20.56,10399
front_glass,moderate,crack,21.81,16034
front_light,moderate,lamp broken,10.9,5432
hood,moderate,crack,4.69,10310
front_door,moderate,scratch,1.71,2908
front_bumper,minor,tire flat,24.17,2440
front_door,moderate,dent,23.04,7735
hood,severe,tire flat,8.73,11183
front_bumper,severe,lamp broken,21.9,14029
front_light,minor,glass shatter,17.45,5114
front_glass,minor,crack,15.44,7687
back_light,minor,tire flat,19.68,1200
back_door,minor,tire flat,7.44,2810
back_light,severe,dent,4.3,3340
hood,severe,dent,2.06,13000
back_glass,minor,crack,16.78,6450
front_light,moderate,crack,7.3,3231
back_bumper,minor,glass shatter,13.36,7295
back_bumper,moderate,dent,17.62,5029
back_light,minor,glass shatter,17.01,3820
back_door,minor,scratch,6.08,1651
back_glass,moderate,crack,7.82,9850
hood,minor,crack,3.97,6347
back_glass,minor,lamp broken,17.26,10457
front_bumper,moderate,scratch,5.42,2055
front_light,minor,dent,23.62,1873
hood,minor,crack,10.09,6019
hood,minor,tire flat,16.93,4061
front_light,severe,dent,22.22,5101
front_door,moderate,glass shatter,16.63,19323
back_light,minor,scratch,6.97,670
back_glass,minor,dent,12.58,5838
back_light,moderate,dent,7.97,2369
back_glass,minor,glass shatter,24.3,13790
hood,moderate,glass shatter,9.38,22921
hood,minor,crack,17.34,5992
front_door,severe,lamp broken,10.16,20377
hood,moderate,dent,5.11,8173
front_glass,minor,dent,8.69,7715
back_glass,minor,dent,4.19,5510
back_door,minor,crack,3.83,3954
front_light,moderate,lamp broken,18.28,6004
back_glass,moderate,tire flat,16.98,7707
back_light,minor,scratch,7.3,714
front_door,minor,lamp broken,17.8,7034
hood,moderate,tire flat,17.33,7345
back_light,moderate,crack,13.28,2948
front_glass,minor,crack,18.05,9678
front_bumper,minor,tire flat,9.69,2523
back_bumper,severe,scratch,21.29,3050
back_light,moderate,crack,2.51,3088
front_glass,moderate,crack,20.32,13870
back_bumper,minor,dent,14.38,2778
front_light,moderate,crack,10.16,3449
back_door,moderate,crack,23.21,9049
front_bumper,minor,crack,1.77,3614
back_bumper,moderate,scratch,13.73,2100
back_glass,moderate,dent,8.71,8585
hood,moderate,lamp broken,22.43,15283
front_door,moderate,dent,1.92,7189
back_bumper,severe,crack,1.83,8836
back_glass,moderate,glass shatter,14.31,20227
front_door,minor,dent,19.94,4064
front_bumper,moderate,lamp broken,20.61,9253
back_light,minor,glass shatter,11.87,3800
front_bumper,moderate,scratch,4.67,2127
front_light,minor,lamp broken,4.68,3104
hood,minor,scratch,3.01,1879
back_bumper,minor,lamp broken,16.76,4396
hood,moderate,crack,10.23,10119
back_light,minor,scratch,17.2,731
hood,minor,tire flat,2.31,3272
front_light,minor,tire flat,23.27,1458
back_light,severe,glass shatter,12.2,9474
front_glass,minor,tire flat,13.24,5724
back_light,minor,lamp broken,16.63,2563
front_door,severe,dent,15.25,10707
front_light,minor,glass shatter,4.56,4312
back_door,minor,crack,8.27,4884
front_light,moderate,crack,19.96,3479
front_door,moderate,scratch,18.27,3311
front_glass,minor,lamp broken,13.14,12293
front_light,moderate,lamp broken,21.52,6036
front_light,minor,scratch,20.63,879
front_bumper,minor,scratch,24.74,1245
hood,moderate,tire flat,9.81,6027
back_light,moderate,scratch,16.38,1068
front_bumper,severe,lamp broken,20.6,13530
front_door,minor,tire flat,1.39,2777
front_bumper,severe,crack,3.8,8286
front_bumper,moderate,glass shatter,13.73,12840
front_glass,moderate,glass shatter,23.0,35298
back_bumper,minor,scratch,3.95,1261
back_door,minor,glass shatter,10.75,10659
back_light,minor,crack,12.47,1670
front_glass,minor,scratch,24.92,3150
back_glass,severe,glass shatter,21.07,33599
front_bumper,minor,lamp broken,14.2,4924
front_glass,severe,crack,3.19,20719
hood,minor,scratch,17.75,2226
front_door,severe,lamp broken,6.51,20438
front_light,moderate,crack,3.07,3453
front_light,severe,scratch,23.09,2285
back_bumper,minor,lamp broken,10.43,4371
back_glass,moderate,tire flat,18.04,6996
hood,moderate,crack,23.91,10803
front_light,minor,lamp broken,24.44,3483
back_glass,minor,glass shatter,3.36,14377
back_glass,minor,glass shatter,11.25,15020
hood,minor,lamp broken,21.19,9262
hood,moderate,glass shatter,13.94,21086
back_door,minor,dent,17.94,3874
back_door,minor,tire flat,2.31,2697
back_light,minor,dent,1.63,1550
back_door,minor,scratch,8.29,1842
front_bumper,moderate,scratch,10.33,2153
front_door,minor,dent,24.86,4545
back_bumper,minor,crack,23.88,3445
back_door,moderate,lamp broken,3.25,11170
front_light,moderate,dent,9.89,2895
back_glass,moderate,glass shatter,23.3,24935
back_door,moderate,lamp broken,13.14,11421
front_bumper,minor,dent,4.62,3165
back_bumper,severe,tire flat,16.98,5949
back_bumper,minor,scratch,8.87,1184
hood,minor,glass shatter,16.62,12216
back_door,severe,dent,5.53,10964
hood,minor,glass shatter,1.55,11191
front_bumper,minor,scratch,14.15,1309
front_bumper,minor,glass shatter,18.11,7470
back_glass,minor,dent,22.2,5310
hood,minor,glass shatter,5.75,12509
front_light,minor,glass shatter,3.93,4838
front_glass,minor,scratch,6.25,3370
back_bumper,minor,glass shatter,24.56,6988
back_light,minor,tire flat,14.51,1290
front_glass,minor,tire flat,21.98,5300
back_bumper,minor,dent,4.48,2371
back_door,minor,crack,8.52,5141
front_bumper,minor,dent,22.65,3002
back_glass,moderate,crack,8.31,10599
back_glass,moderate,dent,16.01,8085
back_bumper,minor,dent,10.01,2665
back_door,moderate,lamp broken,15.61,11844
front_glass,minor,crack,13.55,8293
back_door,minor,scratch,1.62,1721
back_door,moderate,crack,7.2,7556
front_door,moderate,dent,17.88,7833
front_glass,minor,tire flat,18.53,5536
back_door,minor,scratch,5.41,1537
back_bumper,minor,scratch,22.49,1272
front_door,minor,lamp broken,9.11,7964
hood,minor,dent,14.15,4751
back_light,minor,scratch,13.19,578
back_door,minor,crack,24.6,5138
front_light,minor,glass shatter,8.64,4402
back_bumper,minor,tire flat,4.06,1873
front_bumper,minor,scratch,24.74,1489
front_bumper,minor,glass shatter,3.81,6340
back_glass,minor,scratch,14.99,2583
back_door,minor,tire flat,14.66,3224
front_door,minor,crack,21.62,5712
back_glass,minor,scratch,22.88,2276
front_light,moderate,scratch,16.98,1302
front_glass,minor,lamp broken,4.37,11813
back_light,minor,crack,7.07,1785
front_light,minor,tire flat,13.83,1453
front_door,minor,crack,5.1,4508
front_door,moderate,dent,5.88,6067
hood,minor,tire flat,24.45,3707
front_light,minor,crack,15.21,2317
front_bumper,minor,lamp broken,11.62,5775
back_light,moderate,dent,15.28,2761
front_bumper,moderate,tire flat,8.52,3912
front_door,moderate,tire flat,24.87,5955
front_light,minor,tire flat,13.59,1395
front_bumper,minor,lamp broken,8.54,5316
back_bumper,minor,glass shatter,7.98,6621
back_bumper,moderate,scratch,10.27,1746
front_light,severe,glass shatter,22.2,12507
front_light,moderate,glass shatter,24.29,7955
back_glass,minor,dent,3.3,5104
hood,minor,lamp broken,15.19,8437
back_door,moderate,lamp broken,16.7,12929
back_bumper,minor,scratch,18.47,1185
front_light,severe,glass shatter,10.13,10781
back_door,minor,tire flat,21.99,2779
front_glass,minor,glass shatter,20.76,18794
back_light,minor,lamp broken,7.62,2458
hood,moderate,tire flat,9.56,6365
front_light,minor,scratch,6.55,749
back_bumper,severe,lamp broken,14.41,12902
front_door,moderate,tire flat,4.46,4589
front_bumper,severe,tire flat,1.56,6324
back_glass,minor,tire flat,24.78,4361
back_door,moderate,crack,4.29,7200
front_light,minor,lamp broken,11.33,3155
hood,minor,scratch,4.65,2037
back_light,minor,lamp broken,13.02,2635
back_glass,minor,glass shatter,22.06,13556
hood,minor,lamp broken,10.18,9810
back_bumper,moderate,scratch,17.63,1890
back_bumper,minor,glass shatter,10.3,6831
front_glass,moderate,tire flat,6.85,8795
front_glass,minor,crack,15.23,8926
back_light,minor,crack,22.83,2039
front_bumper,minor,glass shatter,21.19,8602
front_door,minor,scratch,15.8,1921
back_bumper,moderate,scratch,14.21,2064
front_light,minor,crack,1.42,1971
back_door,severe,lamp broken,14.37,19462
back_light,minor,tire flat,2.4,961
front_door,moderate,glass shatter,7.65,17979
back_light,minor,dent,22.32,1617
back_bumper,moderate,glass shatter,10.08,10533
front_light,minor,tire flat,2.18,1237
front_bumper,minor,scratch,5.51,1326
back_light,minor,lamp broken,4.6,2367
back_glass,minor,tire flat,19.34,4017
back_door,minor,glass shatter,9.68,9904
hood,moderate,dent,2.99,8236
back_bumper,minor,scratch,6.5,1154
front_door,severe,glass shatter,3.7,26921
front_bumper,minor,glass shatter,10.68,7587
hood,moderate,tire flat,17.96,6941
hood,moderate,lamp broken,12.11,15995
hood,minor,crack,1.6,5510
hood,minor,lamp broken,8.37,8108
front_door,severe,scratch,10.98,4962
back_bumper,minor,lamp broken,20.91,4614
hood,moderate,tire flat,10.72,5852
front_door,moderate,lamp broken,23.23,13371
front_door,moderate,crack,6.09,8081
back_light,moderate,lamp broken,13.03,4505
back_light,moderate,scratch,18.15,1224
back_bumper,minor,crack,10.91,3137
back_bumper,severe,scratch,21.8,3244
hood,moderate,dent,23.61,7979
front_glass,moderate,lamp broken,2.24,18559
back_glass,minor,tire flat,22.11,4224
back_door,moderate,tire flat,6.2,4498
back_light,minor,lamp broken,18.95,3017
front_glass,moderate,crack,2.57,15278
front_door,moderate,lamp broken,10.85,12749
back_bumper,minor,glass shatter,23.0,6473
front_light,severe,scratch,3.82,2215
front_door,minor,lamp broken,17.08,7986
front_bumper,minor,dent,20.39,2697
back_door,moderate,tire flat,24.98,5380
back_bumper,severe,crack,20.24,9410
back_light,minor,crack,15.76,2030
back_bumper,moderate,glass shatter,2.47,11658
back_bumper,minor,tire flat,20.13,2250
hood,minor,crack,16.97,6488
front_door,minor,tire flat,13.48,3121
front_glass,moderate,dent,18.18,11700
front_door,moderate,lamp broken,22.54,11833
front_glass,minor,dent,17.0,6365
back_door,moderate,lamp broken,7.83,11886
front_light,minor,dent,14.16,1637
back_glass,moderate,tire flat,17.01,7692
hood,moderate,scratch,4.07,3961
back_door,moderate,crack,15.19,8331
back_door,minor,tire flat,8.96,2570
back_bumper,minor,crack,21.72,3054
back_door,severe,scratch,13.1,4144
hood,severe,crack,15.73,18206
front_glass,minor,scratch,5.55,3049
front_light,minor,tire flat,16.08,1373
back_light,moderate,tire flat,3.86,1883
back_glass,minor,glass shatter,20.62,15079
front_light,minor,scratch,11.88,797
front_bumper,moderate,scratch,8.85,1946
front_bumper,minor,lamp broken,7.18,5347
back_bumper,minor,glass shatter,13.76,6715
front_door,minor,glass shatter,9.64,10749
back_light,moderate,tire flat,7.35,1871
back_glass,minor,tire flat,15.64,4402
back_door,moderate,dent,15.17,5816
back_light,minor,lamp broken,18.57,2938
back_light,minor,scratch,3.65,580
front_bumper,minor,crack,17.57,3631
front_glass,severe,dent,11.7,18488
back_glass,minor,glass shatter,12.65,12302
back_bumper,minor,dent,21.66,2430
front_light,minor,dent,22.49,1850
back_bumper,minor,scratch,4.39,1047
front_glass,severe,glass shatter,7.68,51428
back_light,moderate,scratch,23.35,1268
back_light,moderate,dent,6.93,2500
back_door,moderate,lamp broken,23.55,13293
front_glass,minor,scratch,23.33,3143
hood,minor,crack,15.57,6904
back_glass,minor,tire flat,8.8,4392
back_door,minor,lamp broken,24.73,6849
back_glass,moderate,glass shatter,8.1,24335
front_door,moderate,glass shatter,17.77,19144
front_door,moderate,lamp broken,17.04,11639
front_bumper,moderate,scratch,7.67,2043
front_glass,minor,lamp broken,8.69,12593
front_glass,minor,crack,10.24,9276
back_light,minor,dent,8.59,1431
front_bumper,minor,dent,8.69,3164
front_light,minor,tire flat,21.48,1413
back_bumper,minor,lamp broken,18.59,5048
back_door,minor,tire flat,24.83,2847
back_glass,minor,glass shatter,12.38,12010
back_bumper,minor,scratch,9.08,1123
hood,minor,glass shatter,7.76,13965
back_bumper,minor,dent,16.28,2890
back_bumper,minor,crack,19.01,3537
front_door,moderate,dent,21.56,6334
back_glass,moderate,lamp broken,15.1,15847
back_glass,minor,dent,1.54,5609
back_door,moderate,scratch,18.81,2621
back_glass,severe,lamp broken,20.93,26713
back_bumper,minor,lamp broken,4.81,4680
back_bumper,moderate,dent,7.56,4609
back_glass,minor,dent,5.75,5184
front_door,moderate,dent,11.89,6565
back_bumper,minor,tire flat,5.69,1856
back_door,moderate,crack,7.57,7140
hood,minor,glass shatter,15.78,13537
hood,minor,crack,10.27,6262
front_light,minor,glass shatter,14.66,4614
hood,moderate,dent,8.1,8369
front_door,minor,scratch,7.52,1656
back_door,severe,scratch,15.2,4188
back_bumper,minor,scratch,19.31,1226
back_bumper,moderate,dent,10.11,4434
back_bumper,moderate,dent,11.03,4647
back_glass,moderate,glass shatter,19.91,22912
front_bumper,minor,glass shatter,7.23,7560
back_bumper,severe,glass shatter,9.44,17870
front_glass,severe,tire flat,11.78,15905
front_door,minor,lamp broken,18.64,6706
front_door,severe,glass shatter,9.14,29291
front_bumper,minor,crack,12.85,3373
back_door,minor,scratch,17.59,1777
back_door,moderate,scratch,12.06,3073
front_bumper,minor,dent,13.82,2803
front_door,minor,lamp broken,7.36,7890
front_light,minor,lamp broken,9.18,3180
hood,minor,dent,18.44,4838
front_light,minor,tire flat,15.39,1528
back_bumper,moderate,glass shatter,11.35,10329
back_glass,moderate,tire flat,19.51,6508
back_bumper,moderate,dent,15.45,4587
back_light,severe,dent,8.22,3474
front_bumper,moderate,glass shatter,5.9,10988
back_light,minor,crack,18.33,2021
back_light,moderate,crack,10.4,2928
front_door,minor,glass shatter,13.04,10286
front_bumper,minor,crack,4.45,3583
back_door,severe,lamp broken,3.5,18551
front_light,severe,dent,1.96,4112
back_bumper,minor,scratch,17.71,1159
back_glass,minor,tire flat,7.88,4044
back_door,moderate,crack,1.07,6910
back_door,minor,tire flat,13.87,2863
back_light,moderate,dent,17.57,2707
front_bumper,moderate,crack,7.85,6037
front_glass,minor,tire flat,20.01,6314
back_light,moderate,dent,15.21,2339
front_bumper,severe,tire flat,24.27,6790
front_light,severe,scratch,23.27,2260
back_bumper,moderate,scratch,18.54,1975
hood,moderate,dent,16.64,9331
back_bumper,minor,lamp broken,18.44,4473
front_glass,minor,tire flat,23.04,5562
front_bumper,moderate,tire flat,15.79,3617
front_door,moderate,dent,10.79,6086
back_glass,moderate,tire flat,22.95,7194
front_door,moderate,lamp broken,9.3,12187
front_bumper,moderate,glass shatter,16.81,12568
front_door,minor,tire flat,23.12,3703
front_door,moderate,scratch,22.67,3201
front_light,moderate,glass shatter,19.82,8325
front_door,moderate,tire flat,2.0,5405
front_glass,moderate,tire flat,22.56,9523
front_light,moderate,glass shatter,18.63,6945
hood,minor,crack,19.47,5789
back_light,minor,glass shatter,3.89,3706
front_bumper,minor,crack,19.54,3642
back_bumper,moderate,crack,19.0,5249
front_bumper,moderate,lamp broken,5.5,8048
front_bumper,moderate,dent,5.79,4432
front_glass,minor,glass shatter,21.52,16978
front_door,minor,dent,24.63,4573
back_glass,severe,crack,4.0,16074
back_door,minor,tire flat,19.05,3437
front_glass,moderate,scratch,9.83,5362
front_glass,moderate,glass shatter,1.77,30026
front_light,minor,tire flat,17.82,1477
front_glass,minor,lamp broken,3.39,12114
front_bumper,moderate,tire flat,3.78,3264
front_glass,minor,scratch,9.91,2779
front_glass,minor,tire flat,10.69,5153
front_glass,minor,tire flat,16.55,5899
back_glass,minor,dent,16.54,5880
front_door,moderate,lamp broken,19.13,11974
back_glass,moderate,scratch,1.69,3594
back_bumper,minor,crack,22.57,3783
front_light,minor,scratch,19.39,791
front_glass,severe,tire flat,9.11,13936
front_door,minor,scratch,23.96,1801
front_bumper,minor,glass shatter,17.29,6997
back_glass,severe,glass shatter,7.5,36580
back_glass,moderate,crack,10.76,10102
hood,moderate,glass shatter,8.07,22276
front_light,minor,crack,5.44,2316
front_glass,severe,crack,24.23,24504
hood,minor,crack,3.45,6298
front_glass,minor,glass shatter,13.29,18433
front_light,minor,glass shatter,22.79,5183
front_light,minor,tire flat,11.36,1213
hood,moderate,glass shatter,12.9,18905
back_door,moderate,lamp broken,15.72,10627
front_door,minor,tire flat,19.21,3365
front_glass,minor,tire flat,1.87,5404
front_bumper,moderate,crack,13.02,6725
front_glass,minor,tire flat,2.33,5299
front_light,moderate,tire flat,21.61,2595
front_light,moderate,scratch,4.26,1141
front_light,moderate,scratch,21.88,1405
front_light,minor,lamp broken,5.1,2940
hood,minor,scratch,10.95,2165
front_door,minor,lamp broken,5.75,7599
back_glass,minor,crack,10.56,6740
back_glass,severe,glass shatter,10.69,32042
back_bumper,minor,lamp broken,24.15,4652
front_light,moderate,crack,4.04,3260
back_door,minor,glass shatter,8.93,8868
front_door,minor,glass shatter,19.01,11903
front_bumper,minor,crack,15.68,3350
front_bumper,minor,tire flat,1.52,2311
back_door,minor,lamp broken,17.22,6300
front_bumper,minor,dent,23.63,2910
front_door,moderate,glass shatter,7.75,17722
front_bumper,severe,dent,21.16,7860
front_light,moderate,tire flat,24.8,2437
hood,moderate,lamp broken,21.28,15884
back_light,moderate,dent,1.4,2214
front_door,moderate,glass shatter,7.67,16396
